sent_id,generator,evaluator,score,English_Sentence,Translation,explanation,expert-v1-refined,layperson-v1-refined,nice-refined,rude-refined,neutral-refined,expert-v2-refined,layperson-v2-refined,expert-v1,layperson-v1,neutral,nice,rude,original,expert-v2,layperson-v2
59,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,But it now faces the prospect of weeks or months of potential legal wrangling.,Aber es steht jetzt der Gefahr von Wochen oder Monaten potentieller rechtlicher Streitigkeiten gegenüber.,"The translation was accurate and conveyed the meaning of the original sentence well. However, there may have been a slightly smoother way to phrase it in German.",Die Situation steht jetzt der Gefahr von Wochen oder Monaten potenzieller rechtlicher Auseinandersetzungen gegenüber.,Die Situation steht jetzt der Gefahr von Wochen oder Monaten potentieller rechtlicher Konflikte aus.,Aber es droht jetzt die Gefahr von Wochen oder Monaten potentieller rechtlicher Konflikte.,Aber es droht jetzt der Gefahr von Wochen oder Monaten potentieller rechtlicher Auseinandersetzungen.,Aber es droht eine Phase von Wochen oder Monaten potentieller rechtlicher Auseinandersetzungen.,Die aktuelle Situation ist mit der Gefahr von Wochen oder Monaten potentieller rechtlicher Konflikte beladen.,Die Situation steht jetzt der Gefahr von Wochen oder Monaten potentieller rechtlicher Auseinandersetzungen gegenüber.,0.6749,0.5752,0.7141,0.7135,0.6013,0.6839,0.6852,0.6779
60,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,Researchers in Germany estimate that climate change will shrink global GDP at least 20% by 2050.,"Die Wissenschaftler in Deutschland schätzen, dass sich der Klimawandel bis 2050 um mindestens 20% auf den globalen BIP auswirken wird.","The translation is accurate and captures the meaning of the original sentence well. However, there might be some room for improvement in terms of phrasing and structure.","Die deutsche Forschungspersonen schätzen, dass der Klimawandel bis 2050 den globalen BIP um mindestens 20% reduzieren wird.","Die deutschen Wissenschaftler schätzen, dass der Klimawandel bis 2050 den globalen BIP um mindestens 20% reduzieren wird.","Die deutschen Wissenschaftler schätzen, dass der Klimawandel bis 2050 den globalen BIP um mindestens 20% reduzieren wird.","Die deutsche Forschung geht davon aus, dass der Klimawandel bis 2050 den globalen BIP um mindestens 20% reduzieren wird.","Die deutsche Forschung geht davon aus, dass der Klimawandel bis 2050 zu einer Reduzierung des globalen BIPs von mindestens 20% führen wird.","Die deutsche Forschung geht davon aus, dass der Klimawandel bis 2050 den globalen BIP um mindestens 20% reduzieren wird.","Die deutschen Wissenschaftler schätzen, dass der Klimawandel bis 2050 den globalen BIP um mindestens 20% reduzieren wird.",0.8175,0.8515,0.8277,0.8515,0.8241,0.696,0.8241,0.8515
61,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,A study by the Potsdam Institute for Climate Impact Research (PIK) published in the scientific journal Nature on Wednesday claimed that climate change is poised to wipe out some 20% of global GDP by 2050.,"Eine Studie des Potsdamer Instituts für Klimaimpulsforschung (PIK), die in der wissenschaftlichen Fachzeitschrift Nature am Mittwoch veröffentlicht wurde, besagt, dass die Klimawandel bis 2050 etwa 20% des weltweiten GDP auslöschen wird.","The translation is mostly accurate and captures the main message of the original sentence. However, the word ""auslöschen"" for ""wipe out"" could be improved for better accuracy.","Eine Studie des Potsdamer Instituts für Klimaimpulsforschung (PIK), die in der wissenschaftlichen Fachzeitschrift Nature am Mittwoch veröffentlicht wurde, besagt, dass der Klimawandel bis 2050 etwa 20% des weltweiten GDP auslöschen wird. Dies entspricht einer Abschätzung, dass der Klimawandel bis zu 2050 etwa 20% des globalen BIPs ausmachen könnte.","Eine Studie des Potsdamer Instituts für Klimaimpulsforschung (PIK), die in der wissenschaftlichen Fachzeitschrift Nature am Mittwoch veröffentlicht wurde, besagt, dass die Klimawandel bis 2050 etwa 20% des weltweiten GDP auslöschen wird. Dies würde eine massive Degradation der Lebensqualität und des sozialen Wohlstands bedeuten.","Die Studie des Potsdamer Instituts für Klimaimpulsforschung (PIK), die in der wissenschaftlichen Fachzeitschrift Nature am Mittwoch veröffentlicht wurde, besagt, dass die Klimawandel bis 2050 etwa 20% des weltweiten GDP auslöschen wird.","Eine Studie des Potsdamer Instituts für Klimaimpulsforschung (PIK), die in der wissenschaftlichen Fachzeitschrift Nature am Mittwoch veröffentlicht wurde, besagt, dass die Klimawandel bis 2050 etwa 20% des weltweiten GDP auslöschen wird. Diese Studie zeigt deutlich, dass die Folgen des Klimawandels für die Volkswirtschaft gravierend sein werden.","Eine Studie des Potsdamer Instituts für Klimaimpulsforschung (PIK), die in der wissenschaftlichen Fachzeitschrift Nature am Mittwoch veröffentlicht wurde, besagt, dass die Klimawandel bis 2050 etwa 20% des weltweiten GDP ausmachen wird.","Die Studie des Potsdamer Instituts für Klimaimpulsforschung (PIK), die in der wissenschaftlichen Fachzeitschrift Nature am Mittwoch veröffentlicht wurde, besagt, dass der Klimawandel bis 2050 etwa 20% des weltweiten GDP auslöschen könnte.","Eine Studie des Potsdamer Instituts für Klimaimpulsforschung (PIK), die in der wissenschaftlichen Fachzeitschrift Nature am Mittwoch veröffentlicht wurde, besagt, dass der Klimawandel bis 2050 etwa 20% des weltweiten GDP auslöschen wird. Dies würde eine schwere Belastung für die Weltökonomie bedeuten.",0.5715,0.6772,0.5275,0.7252,0.7193,0.7298,0.7621,0.7396
62,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,5,Researchers at PIK said their calculations were based on the prospect of countries such as Germany achieving their emissions-cutting goals.,"Die Wissenschaftler des PIK sagten, ihre Berechnungen basierten auf der Möglichkeit, dass Länder wie Deutschland ihre Emissionenreduktionsziele erreichen.",The translation accurately conveys the meaning and maintains the structure of the original English sentence. The vocabulary and grammar used are appropriate and clear.,"Die Wissenschaftler des PIK haben erklärt, dass ihre Berechnungen auf der Wahrscheinlichkeit basieren, dass Länder wie Deutschland ihre Emissionsreduktionsziele erreichen.","Die Wissenschaftler des PIK haben ihre Berechnungen auf die Wahrscheinlichkeit basiert, dass Länder wie Deutschland ihre Emissionsreduktionsziele erreichen.","Die Wissenschaftler des PIK betont, dass ihre Berechnungen auf der Wahrscheinlichkeit basieren, dass Länder wie Deutschland ihre Emissionsreduktionsziele erreichen.","Die Wissenschaftler des PIK sagten, ihre Berechnungen basierten auf der Möglichkeit, dass Länder wie Deutschland ihre Emissionenreduktionsziele erreichen.","Die Wissenschaftler des PIK haben ihre Berechnungen auf die Möglichkeit hin bassiert, dass Länder wie Deutschland ihre Emissionenreduktionsziele erreichen.","Die Wissenschaftler des PIK betont, dass ihre Berechnungen auf der Wahrscheinlichkeit basieren, dass Länder wie Deutschland ihre Emissionenreduktionsziele erreichen.","Die Wissenschaftler des PIK betont, dass ihre Berechnungen auf der Wahrscheinlichkeit basieren, dass Länder wie Deutschland ihre Emissionenreduktionsziele erreichen.",0.8132,0.8107,0.7076,0.8014,0.8254,0.8254,0.7982,0.7982
63,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,"Currently, most countries look unlikely to achieve these targets, meaning the financial impact could be greater still than the drastic damage projected.","In derzeit sind die meisten Länder kaum in der Lage, diese Ziele zu erreichen, was bedeutet, dass der finanzielle Einfluss noch größer sein könnte als die drastischen Schäden, die geschätzt werden.","The translation is accurate and conveys the meaning of the original sentence well. However, there is a slight word order difference in the German translation which makes it sound a bit awkward.","In der aktuellen Zeit sind die meisten Länder kaum in der Lage, diese Ziele zu erreichen. Dies bedeutet, dass der finanzielle Einfluss noch größer sein könnte als die geschätzten drastischen Schäden.","In der aktuellen Zeit sind die meisten Länder kaum in der Lage, diese Ziele zu erreichen. Dies bedeutet, dass der finanzielle Einfluss möglicherweise größer sein könnte als die geschätzten drastischen Schäden.","In derzeit sind die meisten Länder kaum in der Lage, diese Ziele zu erreichen, was bedeutet, dass der finanzielle Einfluss noch größer sein könnte als die drastischen Schäden, die geschätzt werden.","In der aktuellen Zeit sind die meisten Länder kaum in der Lage, diese Ziele zu erreichen. Dies könnte zu einem größeren finanziellen Einfluss führen als die geschätzten drastischen Schäden.","Aktuell sind die meisten Länder kaum in der Lage, diese Ziele zu erreichen. Dies bedeutet, dass der finanzielle Einfluss wahrscheinlich größer sein wird als die geschätzten drastischen Schäden.","In der aktuellen Zeit sind die meisten Länder wahrscheinlich nicht in der Lage, diese Ziele zu erreichen. Dies bedeutet, dass der finanzielle Einfluss noch größer sein könnte als die geschätzten drastischen Schäden.","In der aktuellen Zeit sind die meisten Länder kaum in der Lage, diese Ziele zu erreichen. Dies bedeutet, dass der finanzielle Einfluss wahrscheinlich größer sein könnte als die geschätzten drastischen Schäden.",0.6543,0.6408,0.7004,0.5976,0.643,0.5976,0.6699,0.6394
64,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,"According to the study's calculations, the economic burden of climate change could reach $38 trillion (35.6 trillion) annually, a sum six times higher than the estimated cost of limiting global temperatures to 2 degrees Celsius above pre-industrial levels.","Nach den Berechnungen der Studie beträgt die ökonomische Belastung des Klimawandels jährlich 38 Billionen US-Dollar (2.863 Billionen Euro), eine Summe, die sechsmal so hoch ist wie die geschätzte Kosten der Begrenzung der globalen Temperaturen um 2 Grad Celsius über dem vorindustriellen Niveau.","The translation is very accurate and captures the meaning of the original English sentence well. However, the wording could be slightly smoother in some parts to make it sound more natural in German. Overall, it is a high-quality translation but could be improved slightly.","Nach den Berechnungen der Studie beträgt die ökonomische Belastung des Klimawandels jährlich 38 Billionen US-Dollar (2,863 Billionen Euro), eine Summe, die fast sechsmal so hoch ist wie die geschätzten Kosten der Begrenzung der globalen Temperaturen um 2 Grad Celsius über dem vorindustriellen Niveau.","Nach den Berechnungen der Studie beträgt die ökonomische Belastung des Klimawandels jährlich 38 Billionen US-Dollar (2,863 Billionen Euro), eine Summe, die sechsmal so hoch ist wie die geschätzten Kosten der Begrenzung der globalen Temperaturen um 2 Grad Celsius über dem vorindustriellen Niveau. Die Verwendung von ""somit"" anstelle von ""a"" könnte die Fließigkeit des Satzes verbessern.","Nach den Berechnungen der Studie beträgt die ökonomische Belastung des Klimawandels jährlich 38 Billionen US-Dollar (2.863 Billionen Euro), eine Summe, die sechsmal so hoch ist wie die geschätzte Kosten der Begrenzung der globalen Temperaturen um 2 Grad Celsius über dem vorindustriellen Niveau.","Nach den Berechnungen der Studie beträgt die ökonomische Belastung des Klimawandels jährlich 38 Billionen US-Dollar (2.863 Billionen Euro), eine Summe, die sechsmal so hoch ist wie die geschätzte Kosten der Begrenzung der globalen Temperaturen um 2 Grad Celsius über dem vorindustriellen Niveau.","Laut den Berechnungen der Studie beträgt die ökonomische Belastung des Klimawandels jährlich 38 Billionen US-Dollar (2,863 Billionen Euro), eine Summe, die sechsmal so hoch ist wie die geschätzten Kosten der Begrenzung der globalen Temperaturen um 2 Grad Celsius über dem vorindustriellen Niveau.","Nach den Berechnungen der Studie beträgt die ökonomische Belastung des Klimawandels jährlich 38 Billionen US-Dollar (2,863 Billionen Euro), eine Summe, die sechsmal so hoch ist wie die geschätzten Kosten der Begrenzung der globalen Temperaturen um 2 Grad Celsius über dem vorindustriellen Niveau.","Nach den Berechnungen der Studie beträgt die jährliche ökonomische Belastung des Klimawandels 38 Billionen US-Dollar (2,863 Billionen Euro), eine Summe, die sechsmal so hoch ist wie die geschätzten Kosten der Begrenzung der globalen Temperaturen um 2 Grad Celsius über dem vorindustriellen Niveau.",0.7756,0.5647,0.7754,0.7575,0.7575,0.7575,0.7777,0.7799
65,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,"The study points out that despite damage affecting different regions to different degrees, poorer regions and those contributing least to global warming will be hit hardest.","Trotz Schäden, die verschiedene Regionen zu verschiedenen Graden beeinflussen, werden die armutvolleren Regionen und diejenigen, die am wenigsten zum Klimawandel beitragen, am stärksten getroffen.","The translation accurately captures the main idea of the English sentence and retains the meaning well. However, there are some minor grammar issues that could be improved upon to make it more polished.","Trotz Schäden, die verschiedene Regionen zu unterschiedlichen Graden beeinflussen, werden armutvollere Regionen und diejenigen, die am wenigsten zum Klimawandel beitragen, am stärksten getroffen. Die Studie zeigt auf, dass diese Regionen in der Konsequenz der Schäden am stärksten in ihrem sozialen und ökonomischen Zustand sind.","Trotz Schäden, die verschiedene Regionen zu verschiedenen Graden beeinflussen, werden die armutvolleren Regionen und diejenigen, die am wenigsten zum Klimawandel beitragen, am stärksten getroffen. Im Vergleich zu anderen Regionen sind diese Regionen in der Regel auch weniger in der Lage, sich auf Schäden zu vorbereiten.","Trotz Schäden, die verschiedene Regionen zu verschiedenen Graden beeinflussen, werden armutvollere Regionen und diejenigen, die am wenigsten zum Klimawandel beitragen, am stärksten getroffen. Die Ungleichheit in der Schadensauswirkungen auf die verschiedenen Regionen ist ein wichtiger Bestandteil des Studien.","Trotz Schäden, die verschiedene Regionen zu unterschiedlichen Graden beeinflussen, werden die armutvolleren Regionen und diejenigen, die am wenigsten zum Klimawandel beitragen, am stärksten getroffen.","Trotz Schäden, die verschiedene Regionen zu unterschiedlichen Graden beeinflussen, werden die armutvolleren Regionen und diejenigen, die am wenigsten zum Klimawandel beitragen, am stärksten getroffen. Die Studie zeigt auf, dass diese Regionen in der Auseinandersetzung mit den Schäden am empfindlichsten sind.","Trotz Schäden, die verschiedene Regionen zu unterschiedlichen Gradein beeinflussen, werden die armutvolleren Regionen und diejenigen, die am wenigsten zum Klimawandel beitragen, am stärksten getroffen.","Trotz Schäden, die verschiedene Regionen zu unterschiedlichen Graden beeinflussen, werden armutvollere Regionen und diejenigen mit minimalem Einfluss auf den Klimawandel am stärksten getroffen.",0.4886,0.6333,0.6131,0.6046,0.6095,0.6251,0.5289,0.6516
66,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,5,"""Countries least responsible for climate change are predicted to suffer income loss that is 60% greater than the higher-income countries and 40% greater than higher-emission countries,"" said Anders Levermann, a senior PIK scientist.","Die Länder, die am wenigsten für den Klimawandel verantwortlich sind, werden zu einem Einkommenseinbruch führen, der 60% größer ist als in den höheren Einkommensländern und 40% größer als in den höheren Emissionsländern ist, sagte Anders Levermann, Wissenschaftler auf dem PIK-Institut.",The translation accurately conveys the meaning of the original English sentence without losing any important information or changing the context. It maintains the same structure and effectively communicates the message in German.,"Die Länder mit der geringsten Verantwortung für den Klimawandel werden einem Einkommenseinbruch ausgesetzt, der 60% größer ist als in den hoch Einkommensländern und 40% größer als in den hochemissionssenden Ländern ist, sagte Anders Levermann, Experte am PIK-Institut.","Die Länder mit geringster Verantwortung für den Klimawandel werden zu einem Einkommenseinbruch führen, der 60% größer ist als in den hoch Einkommensländern und 40% größer als in den hoch emittierenden Ländern ist, sagte Anders Levermann, Experte am PIK-Institut.","Die Länder, die am wenigsten für den Klimawandel verantwortlich sind, werden zu einem Einkommenseinbruch führen, der 60% größer ist als in den höheren Einkommensländern und 40% größer als in den höheren Emissionsländern ist, sagte Anders Levermann, Wissenschaftler auf dem PIK-Institut.","Die Länder, die am wenigsten für den Klimawandel verantwortlich sind, werden zu einem Einkommenseinbruch führen, der 60% größer ist als in den höheren Einkommensländern und 40% größer als in den höheren Emissionsländern ist, sagte Anders Levermann, Wissenschaftler auf dem PIK-Institut.","Die Länder mit der niedrigsten Verantwortung für den Klimawandel werden mit einem Einkommenseinbruch konfrontiert, der 60% größer ist als in den hoch Einkommensländern und 40% größer als in den hochemissionssenden Ländern ist, sagte Anders Levermann, Wissenschaftler am PIK-Institut.","Die Länder mit der niedrigsten Verantwortung für den Klimawandel werden mit einem Einkommenseinbruch konfrontiert, der 60% größer ist als in den hoch Einkommensländern und 40% größer als in den hochemissionssenden Ländern ist. Dies sagte Anders Levermann, Seniorforscher am PIK-Institut.","Die Länder mit der niedrigsten Verantwortung für den Klimawandel werden einem Einkommenseinbruch ausgesetzt, der 60% größer ist als in den hoch Einkommensländern und 40% größer als in den hohen Emissionsländern ist. Dies sagte Anders Levermann, Seniorforscher am PIK-Institut.",0.678,0.5209,0.6727,0.5141,0.5141,0.5141,0.665,0.7139
67,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,5,"These losses are caused by a wide range of economically relevant effects of climate change, such as consequences for agricultural yields, labor productivity and infrastructure.","Diese Verluste sind auf eine Vielzahl von ökonomisch relevanten Effekten des Klimawandels zurückzuführen, wie z. B. Konsequenzen für Ernteerträge, Arbeitsproduktivität und Infrastruktur.",The translation accurately conveys the meaning and nuances of the original English sentence. The vocabulary and sentence structure are appropriate and well-suited for the context.,"Die Verluste sind auf eine Vielzahl von ökonomisch relevanten Folgen des Klimawandels zurückzuführen, wie z. B. Auswirkungen auf Ernteerträge, Arbeitsproduktivität und Infrastruktur.","Diese Verluste sind auf eine Vielzahl von ökonomisch relevanten Folgen des Klimawandels zurückzuführen, wie z. B. Auswirkungen auf Ernteerträge, Arbeitsleistung und Infrastruktur.","Diese Verluste sind auf eine Vielzahl von ökonomisch relevanten Effekten des Klimawandels zurückzuführen, wie z. B. die Auswirkungen auf Ernteerträge, Arbeitsproduktivität und Infrastruktur.","The losses are attributable to a diverse range of economically relevant climate change effects, including impacts on agricultural yields, labor productivity and infrastructure.","Die Verluste sind auf eine Vielzahl von ökonomisch relevanten Folgen des Klimawandels zurückzuführen, wie z. B. Auswirkungen auf Ernteerträge, Arbeitsproduktivität und Infrastruktur.","Diese Verluste sind auf eine Vielzahl von ökonomisch relevanten Auswirkungen des Klimawandels zurückzuführen, wie z. B. Auswirkungen auf Ernteerträge, Arbeitsproduktivität und Infrastruktur.","Diese Verluste sind auf eine Vielzahl von ökonomisch relevanten Folgen des Klimawandels zurückzuführen, wie z. B. Auswirkungen auf Ernteerträge, Arbeitsproduktivität und Infrastruktur.",0.8548,0.8481,0.8548,0.8579,0.6705,0.8432,0.8515,0.8546
68,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,"Others pointed out that the new study appears to confirm conclusions similar to those in the so-called Stern Report, which was produced by economist Nicholas Stern in 2006 at the behest of the UK government.","Andere haben hervorgehoben, dass die neue Studie zu ähnlichen Schlussfolgerungen führt wie in dem sogenannten Stern-Bericht, der 2006 auf Befehl der britischen Regierung von Ökonomen Nicholas Stern erstellt wurde.","The translation accurately conveys the main meaning of the English sentence, but there are some minor differences in phrasing and word choice that could be improved.","Andere haben hervorgehoben, dass die neue Studie zu ähnlichen Schlussfolgerungen führt wie in dem so genannten Stern-Bericht, der 2006 im Auftrag der britischen Regierung von Nicholas Stern erstellt wurde.","Andere haben hervorgehoben, dass die neue Studie zu ähnlichen Schlussfolgerungen führt wie in dem so genannten Stern-Bericht von 2006, der auf Befehl der britischen Regierung vom Ökonomen Nicholas Stern erstellt wurde.","Andere haben hervorgehoben, dass die neue Studie zu ähnlichen Schlussfolgerungen führt wie in dem sogenannten Stern-Bericht, der 2006 auf Auftrag der britischen Regierung von Ökonomen Nicholas Stern erstellt wurde.","Andere haben hervorgehoben, dass die neue Studie zu ähnlichen Schlussfolgerungen führt wie in dem so genannten Stern-Bericht, der 2006 auf Auftrag der britischen Regierung von Ökonomen Nicholas Stern erstellt wurde.","Andere haben hervorgehoben, dass die neue Studie zu ähnlichen Schlussfolgerungen führt wie in dem sogenannten Stern-Bericht, der 2006 im Auftrag der britischen Regierung von Ökonomen Nicholas Stern erstellt wurde.","Andere haben hervorgehoben, dass die neue Studie zu ähnlichen Schlussfolgerungen führt wie in dem so genannten Stern-Bericht von 2006, der von Ökonomen Nicholas Stern im Auftrag der britischen Regierung erstellt wurde.","Andere haben hervorgehoben, dass die neue Studie zu ähnlichen Schlussfolgerungen führt wie in dem sogenannten Stern-Bericht, der 2006 im Auftrag der britischen Regierung von Nicholas Stern erstellt wurde.",0.8154,0.8146,0.8101,0.8142,0.8139,0.8109,0.8052,0.8167
69,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,Observers say the PIK estimate is likely an undercount of the actual economic impact.,"Beobachter sagen, dass die PIK-Schätzung wahrscheinlich eine Unterzählung des tatsächlichen ökonomischen Effekts ist.","The translation is accurate and conveys the same meaning as the original English sentence, but there may be minor improvements that could be made for better fluency and naturalness.","Beobachter gehen davon aus, dass die PIK-Schätzung wahrscheinlich eine Unterzählung des tatsächlichen ökonomischen Effekts ist.","Beobachter gehen davon aus, dass die PIK-Schätzung wahrscheinlich eine Unterzählung des tatsächlichen Wirtschaftseffekts ist.","Beobachter gehen der Meinung nach, dass die PIK-Schätzung wahrscheinlich eine Unterermittlung des tatsächlichen ökonomischen Effekts ist.","Beobachter sagen, dass die PIK-Schätzung wahrscheinlich eine Unterermittlung des tatsächlichen ökonomischen Effekts ist.","Beobachter gehen davon aus, dass die PIK-Schätzung wahrscheinlich eine Unterzählung des tatsächlichen ökonomischen Effekts ist.","Beobachter gehen davon aus, dass die PIK-Schätzung wahrscheinlich eine Unterzählung des tatsächlichen ökonomischen Effekts ist.",Beobachter sprechen von einer wahrscheinlich unzureichenden PIK-Schätzung des tatsächlichen ökonomischen Effekts.,0.7721,0.7628,0.7721,0.7789,0.7781,0.7628,0.7721,0.7076
70,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,"""In addition, we must drastically and immediately reduce our CO2 emissions  otherwise the economic losses will be even higher in the second half of the century and will amount to a global average of up to 60% by the end of the century,"" she said.","Darüber hinaus müssen wir unsere CO2-Emissionen drastisch und sofort reduzieren, andernfalls werden die ökonomischen Verluste im zweiten Halbjahr des Jahrhunderts bis zu 60% am Ende des Jahrhunderts betragen.","The translation is accurate and conveys the meaning of the original sentence effectively. However, there is a slight difference in the word order and sentence structure, which is why I deducted one point.","Darüber hinaus müssen wir unsere CO2-Emissionen sofortig und deutlich reduzieren, um die ökonomischen Verluste im zweiten Halbjahr des Jahrhunderts zu vermeiden. Bis zum Ende des Jahrhunderts könnten diese Verluste bis zu 60% betragen.","Darüber hinaus müssen wir unsere CO2-Emissionen drastisch und sofort reduzieren, um die ökonomischen Verluste im zweiten Halbjahr des Jahrhunderts zu vermeiden, die bis zu 60% am Ende des Jahrhunderts erreichen könnten.","Darüber hinaus müssen wir unsere CO2-Emissionen sofort und drastisch reduzieren, um die ökonomischen Verluste im zweiten Halbjahr des Jahrhunderts zu vermeiden. Die geschätzten Verluste bis zum Ende des Jahrhunderts könnten bis zu 60% betragen.","Aufgrund dessen müssen wir unsere CO2-Emissionen sofort und deutlich reduzieren, um die ökonomischen Verluste im zweiten Halbjahr des Jahrhunderts zu begrenzen. Die geschätzten Verluste betragen bis zu 60% am Ende des Jahrhunderts.","In diesem Zusammenhang müssen wir unsere CO2-Emissionen abrupt und sofort reduzieren, da andernfalls die ökonomischen Verluste im zweiten Halbjahr des Jahrhunderts bis zu 60% am Ende des Jahrhunderts anfallen werden.","Darüber hinaus müssen wir unsere CO2-Emissionen drastisch und sofort reduzieren, um die ökonomischen Verluste im zweiten Halbjahr des Jahrhunderts zu vermeiden. Die Verluste werden bis zum Ende des Jahrhunderts global durchschnittlich bis zu 60% betragen.","Darüber hinaus müssen wir unsere CO2-Emissionen sofort und deutlich reduzieren, um die ökonomischen Verluste im zweiten Halbjahr des Jahrhunderts zu vermeiden. Diese könnten bis zum Ende des Jahrhunderts bis zu 60% betragen.",0.6956,0.7221,0.5797,0.7036,0.6991,0.6369,0.7438,0.7123
71,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,3,The German-Russian nationals are accused of acting as agents for sabotage purposes.,Die deutschen-russischen Staatsangehörigen werden mit der Durchführung von Agenten für sabotagezwecke beschuldigt.,"The translation is mostly accurate, but there are a few grammatical errors and awkward phrasing that bring down the score. The word ""Agenten"" should be changed to ""Agenten"" to match the plural form of the sentence. Additionally, the phrase ""mit der Durchführung von"" is not the most natural way to convey ""acting as agents for"" in German.",Die deutschen-russischen Staatsangehörigen werden mit der Durchführung von Sabotageakten als Agenten verdächtigt.,Die deutschen-russischen Staatsangehörigen werden mit der Durchführung von Sabotageakten als Agenten verdächtigt.,Die deutschen-russischen Staatsangehörigen werden mit Agenten für sabotagezwecke beschuldigt.,Die deutschen-russischen Staatsangehörigen werden mit der Durchführung von Agenten für sabotagezwecke beschuldigt.,Die deutschen-russischen Staatsangehörigen werden mit der Durchführung von Agenten für sabotagezwecke beschuldigt.,Die deutsch-russischen Staatsangehörigen werden mit der Durchführung von Sabotageakten als Agenten verdächtigt.,Die deutschen-russischen Staatsangehörigen werden mit der Durchführung von Sabotageakten als Agenten beschuldigt.,0.6321,0.6321,0.3935,0.3681,0.3935,0.3935,0.655,0.5879
72,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,5,German police arrest two suspected of spying for Russia,Die deutsche Polizei nimmt zwei Beschuldigte wegen Spionage für Russland fest.,The translation accurately conveys the original meaning of the English sentence in German without losing any important details. The grammar and vocabulary used are appropriate and correct for the context.,Die deutsche Polizei hat zwei verdächtigte Spione für Russland festgenommen.,Die deutsche Polizei hat zwei Beschuldigte wegen Spionage für Russland festgenommen.,Die deutsche Polizei hat zwei Beschuldigte der Spionage für Russland festgenommen.,Die deutsche Polizei hat zwei Beschuldigte im Zusammenhang mit Spionage für Russland festgenommen.,Die deutsche Polizei hat zwei Beschuldigte im Zusammenhang mit Spionage für Russland festgenommen.,Die deutsche Polizei hat zwei Beschuldigte im Zusammenhang mit Spionage für Russland festgenommen.,Die deutsche Polizei hat zwei verdächtigte Spione für Russland festgenommen.,0.8368,0.8297,0.8083,0.8042,0.8083,0.8301,0.8083,0.8368
73,google/gemma-1.1-7b-it,gpt-3.5-turbo-0125,4,Germany also summoned Russia's ambassador in Berlin after the arrests were announced.,Deutschland hat auch den russischen Botschafter in Berlin nach der Ankündigung der Festnahmen aufgerufen.,"The translation is very accurate and captures the meaning of the original sentence well. The only reason for deducting a point is a minor word order issue - the verb ""aufgerufen"" should ideally be placed at the end of the sentence in this context.",Deutschland hat auch den russischen Botschafter in Berlin nach der Ankündigung der Festnahmen am Ende des Satzes aufgerufen.,Deutschland hat auch den russischen Botschafter in Berlin nach der Ankündigung der Festnahmen am Ende der Sätze aufgerufen.,Deutschland hat auch den russischen Botschafter in Berlin nach der Ankündigung der Festnahmen am Ende des Sätzen aufgerufen.,Deutschland hat auch den russischen Botschafter in Berlin nach der Ankündigung der Festnahmen am Ende der Sätze aufgerufen.,Deutschland hat auch den russischen Botschafter in Berlin nach der Ankündigung der Festnahmen am Ende der Sätze aufgerufen.,Deutschland hat auch den russischen Botschafter in Berlin nach der Ankündigung der Festnahmen am Ende der Sätze aufgerufen.,Deutschland hat auch den russischen Botschafter in Berlin nach der Ankündigung der Festnahmen am Ende der Sätze aufgerufen.,0.3616,0.2637,0.2637,0.2806,0.2637,0.7988,0.2637,0.2637
